federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,location,processing_date
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2019-03-01,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",G,"Deficient, Provider has date of correction",2019-04-17,3,N,Y,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2017-11-02,Health,F,Environmental Deficiencies,0254,Provide clean bed and bath linens that are in good condition.,D,"Deficient, Provider has date of correction",2017-12-21,3,Y,N,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,101 LOUDEN AVE,AMITYVILLE,NY,11701,2017-11-02,Health,F,Quality of Life and Care Deficiencies,0282,Provide care by qualified persons according to each resident's written plan of care.,D,"Deficient, Provider has date of correction",2017-12-21,3,Y,N,N,"101 LOUDEN AVE,AMITYVILLE,NY,11701",2022-01-01
335231,"EXCEL AT WOODBURY FOR REHAB AND NURSING, L L C",8533 JERICHO TPKE,WOODBURY,NY,11797,2019-12-24,Health,F,Pharmacy Service Deficiencies,0755,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,D,"Deficient, Provider has date of correction",2020-02-18,1,Y,N,N,"8533 JERICHO TPKE,WOODBURY,NY,11797",2022-01-01
335231,"EXCEL AT WOODBURY FOR REHAB AND NURSING, L L C",8533 JERICHO TPKE,WOODBURY,NY,11797,2018-09-06,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,D,"Deficient, Provider has date of correction",2018-11-05,2,Y,N,N,"8533 JERICHO TPKE,WOODBURY,NY,11797",2022-01-01
335231,"EXCEL AT WOODBURY FOR REHAB AND NURSING, L L C",8533 JERICHO TPKE,WOODBURY,NY,11797,2018-09-06,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2018-11-05,2,Y,N,N,"8533 JERICHO TPKE,WOODBURY,NY,11797",2022-01-01
335231,"EXCEL AT WOODBURY FOR REHAB AND NURSING, L L C",8533 JERICHO TPKE,WOODBURY,NY,11797,2017-04-06,Health,F,Resident Rights Deficiencies,0246,Reasonably accommodate the needs and preferences of each resident.,D,"Deficient, Provider has date of correction",2017-06-02,3,Y,N,N,"8533 JERICHO TPKE,WOODBURY,NY,11797",2022-01-01
335231,"EXCEL AT WOODBURY FOR REHAB AND NURSING, L L C",8533 JERICHO TPKE,WOODBURY,NY,11797,2017-04-06,Health,F,Quality of Life and Care Deficiencies,0282,Provide care by qualified persons according to each resident's written plan of care.,D,"Deficient, Provider has date of correction",2017-06-02,3,Y,N,N,"8533 JERICHO TPKE,WOODBURY,NY,11797",2022-01-01
335286,CARILLON NURSING AND REHABILITATION CENTER,830 PARK AVENUE,HUNTINGTON,NY,11743,2021-03-12,Health,F,Infection Control Deficiencies,0886,Perform COVID19 testing on residents and staff.,D,"Deficient, Provider has date of correction",2021-04-23,1,N,N,Y,"830 PARK AVENUE,HUNTINGTON,NY,11743",2022-01-01
335286,CARILLON NURSING AND REHABILITATION CENTER,830 PARK AVENUE,HUNTINGTON,NY,11743,2019-05-21,Health,F,Quality of Life and Care Deficiencies,0676,Ensure residents do not lose the ability to perform activities of daily living unless there is a medical reason.,D,"Deficient, Provider has date of correction",2019-07-18,2,Y,N,N,"830 PARK AVENUE,HUNTINGTON,NY,11743",2022-01-01
335286,CARILLON NURSING AND REHABILITATION CENTER,830 PARK AVENUE,HUNTINGTON,NY,11743,2019-05-21,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2019-07-18,2,Y,N,N,"830 PARK AVENUE,HUNTINGTON,NY,11743",2022-01-01
335286,CARILLON NURSING AND REHABILITATION CENTER,830 PARK AVENUE,HUNTINGTON,NY,11743,2019-05-21,Health,F,Nursing and Physician Services Deficiencies,0725,Provide enough nursing staff every day to meet the needs of every resident; and have a licensed nurse in charge on each shift.,D,"Deficient, Provider has date of correction",2019-07-18,2,Y,N,N,"830 PARK AVENUE,HUNTINGTON,NY,11743",2022-01-01
335286,CARILLON NURSING AND REHABILITATION CENTER,830 PARK AVENUE,HUNTINGTON,NY,11743,2019-05-21,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2019-07-18,2,Y,N,N,"830 PARK AVENUE,HUNTINGTON,NY,11743",2022-01-01
335286,CARILLON NURSING AND REHABILITATION CENTER,830 PARK AVENUE,HUNTINGTON,NY,11743,2019-08-28,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",D,"Deficient, Provider has date of correction",2019-10-23,3,N,Y,N,"830 PARK AVENUE,HUNTINGTON,NY,11743",2022-01-01
335286,CARILLON NURSING AND REHABILITATION CENTER,830 PARK AVENUE,HUNTINGTON,NY,11743,2017-11-03,Health,F,Environmental Deficiencies,0441,"Have a program that investigates, controls and keeps infection from spreading.",E,"Deficient, Provider has date of correction",2017-12-29,3,Y,N,N,"830 PARK AVENUE,HUNTINGTON,NY,11743",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2021-09-13,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has no plan of correction",,1,N,Y,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2021-07-16,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has plan of correction",2021-10-15,1,N,Y,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2019-10-08,Health,F,Resident Assessment and Care Planning Deficiencies,0638,Assure that each resident’s assessment is updated at least once every 3 months.,D,"Deficient, Provider has date of correction",2019-12-04,1,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2019-10-08,Health,F,Resident Assessment and Care Planning Deficiencies,0641,Ensure each resident receives an accurate assessment.,B,"Deficient, Provider has date of correction",2019-12-04,1,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2019-10-08,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2019-12-04,1,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2019-10-08,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,D,"Deficient, Provider has date of correction",2019-12-04,1,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2018-05-11,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2018-07-08,2,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2018-05-11,Health,F,Nursing and Physician Services Deficiencies,0711,"Ensure the resident's doctor reviews the resident's care, writes, signs and dates progress notes and orders, at each required visit.",D,"Deficient, Provider has date of correction",2018-07-08,2,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2018-05-11,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2018-07-08,2,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2018-05-11,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2018-07-08,2,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2018-05-11,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2018-07-08,2,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2017-01-20,Health,F,Resident Rights Deficiencies,0155,"Let residents refuse treatment, refuse to take part in an experiment, or formulate advance directives.",D,"Deficient, Provider has date of correction",2017-03-12,3,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2017-01-20,Health,F,Resident Rights Deficiencies,0246,Reasonably accommodate the needs and preferences of each resident.,D,"Deficient, Provider has date of correction",2017-03-12,3,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2017-01-20,Health,F,Resident Assessment and Care Planning Deficiencies,0279,"Develop a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2017-03-12,3,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2017-01-20,Health,F,Resident Assessment and Care Planning Deficiencies,0280,Allow residents the right to participate in the planning or revision of care and treatment.,D,"Deficient, Provider has date of correction",2017-03-12,3,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2017-01-20,Health,F,Quality of Life and Care Deficiencies,0309,Provide necessary care and services to maintain or improve the highest well being of each resident .,D,"Deficient, Provider has date of correction",2017-03-12,3,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2017-01-20,Health,F,Quality of Life and Care Deficiencies,0312,"Assist those residents who need help with eating/drinking, grooming and personal and oral hygiene.",D,"Deficient, Provider has date of correction",2017-03-12,3,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2017-01-20,Health,F,Quality of Life and Care Deficiencies,0325,Ensure residents maintain acceptable nutritional status.,D,"Deficient, Provider has date of correction",2017-03-12,3,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2017-01-20,Health,F,Nursing and Physician Services Deficiencies,0386,Make sure that doctors see a resident's plan of care at every visit and make notes about progress and orders in writing.,D,"Deficient, Provider has date of correction",2017-03-12,3,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335301,ST JAMES REHABILITATION & HEALTHCARE CENTER,275 MORICHES ROAD,ST JAMES,NY,11780,2017-01-20,Health,F,Administration Deficiencies,0514,"Keep accurate, complete and organized clinical records on each resident that meet professional standards.",B,"Deficient, Provider has date of correction",2017-03-12,3,Y,N,N,"275 MORICHES ROAD,ST JAMES,NY,11780",2022-01-01
335401,MOMENTUM AT SOUTH BAY FOR REHAB AND NURSING,340 EAST MONTAUK HIGHWAY,EAST ISLIP,NY,11730,2020-01-21,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2020-03-20,1,Y,N,N,"340 EAST MONTAUK HIGHWAY,EAST ISLIP,NY,11730",2022-01-01
335401,MOMENTUM AT SOUTH BAY FOR REHAB AND NURSING,340 EAST MONTAUK HIGHWAY,EAST ISLIP,NY,11730,2020-01-21,Health,F,Infection Control Deficiencies,0881,Implement a program that monitors antibiotic use.,D,"Deficient, Provider has date of correction",2020-03-20,1,Y,N,N,"340 EAST MONTAUK HIGHWAY,EAST ISLIP,NY,11730",2022-01-01
335401,MOMENTUM AT SOUTH BAY FOR REHAB AND NURSING,340 EAST MONTAUK HIGHWAY,EAST ISLIP,NY,11730,2018-09-26,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2018-11-15,2,Y,N,N,"340 EAST MONTAUK HIGHWAY,EAST ISLIP,NY,11730",2022-01-01
335401,MOMENTUM AT SOUTH BAY FOR REHAB AND NURSING,340 EAST MONTAUK HIGHWAY,EAST ISLIP,NY,11730,2018-09-26,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,E,"Deficient, Provider has date of correction",2018-11-15,2,Y,N,N,"340 EAST MONTAUK HIGHWAY,EAST ISLIP,NY,11730",2022-01-01
335401,MOMENTUM AT SOUTH BAY FOR REHAB AND NURSING,340 EAST MONTAUK HIGHWAY,EAST ISLIP,NY,11730,2018-09-26,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2018-11-15,2,Y,N,N,"340 EAST MONTAUK HIGHWAY,EAST ISLIP,NY,11730",2022-01-01
335401,MOMENTUM AT SOUTH BAY FOR REHAB AND NURSING,340 EAST MONTAUK HIGHWAY,EAST ISLIP,NY,11730,2018-09-26,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,D,"Deficient, Provider has date of correction",2018-11-15,2,Y,N,N,"340 EAST MONTAUK HIGHWAY,EAST ISLIP,NY,11730",2022-01-01
335401,MOMENTUM AT SOUTH BAY FOR REHAB AND NURSING,340 EAST MONTAUK HIGHWAY,EAST ISLIP,NY,11730,2017-04-07,Health,F,Administration Deficiencies,0514,"Keep accurate, complete and organized clinical records on each resident that meet professional standards.",D,"Deficient, Provider has date of correction",2017-05-26,3,Y,N,N,"340 EAST MONTAUK HIGHWAY,EAST ISLIP,NY,11730",2022-01-01
335410,WATERS EDGE AT PORT JEFFERSON FOR REHAB AND NRSG,150 DARK HOLLOW ROAD,PORT JEFFERSON,NY,11777,2019-08-23,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2019-10-04,1,Y,N,N,"150 DARK HOLLOW ROAD,PORT JEFFERSON,NY,11777",2022-01-01
335410,WATERS EDGE AT PORT JEFFERSON FOR REHAB AND NRSG,150 DARK HOLLOW ROAD,PORT JEFFERSON,NY,11777,2019-08-23,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2019-10-04,1,Y,N,N,"150 DARK HOLLOW ROAD,PORT JEFFERSON,NY,11777",2022-01-01
335410,WATERS EDGE AT PORT JEFFERSON FOR REHAB AND NRSG,150 DARK HOLLOW ROAD,PORT JEFFERSON,NY,11777,2018-04-27,Health,F,Resident Assessment and Care Planning Deficiencies,0641,Ensure each resident receives an accurate assessment.,D,"Deficient, Provider has date of correction",2018-06-15,2,Y,N,N,"150 DARK HOLLOW ROAD,PORT JEFFERSON,NY,11777",2022-01-01
